Column1,Column2,Column3
256,100,0
144,225,0
361,529,0
196,400,0
225,144,0
16,256,0
100,900,0
729,900,0
4356,361,0
3025,529,0
1600,529,0
2025,25,0
961,121,0
441,144,0
4225,169,0
4761,441,0
2209,169,0
324,144,0
256,256,1
1600,49,1
1024,49,1
784,961,1
3364,3136,1
2401,1024,1
900,36,1
4624,36,1
1156,196,1
361,529,1
1369,729,1
225,900,1
8649,841,1
31684,1225,1
11881,1849,1
64,676,1
1444,81,1
7225,529,1
100,256,1
4761,196,1
3481,225,1
841,0,1
1600,576,1
784,729,1
35344,225,1
39204,225,1
1936,225,1
1369,25,1
196,625,1
4096,361,1
11025,9,1
400,81,1
289,529,1
5625,1225,1
4489,1156,1
6724,484,1
10000,289,1
1089,441,1
2116,729,1
6400,1444,1
10816,2601,1
1936,1444,1
5041,16,1
2116,1156,1
19600,400,1
32400,0,1
7569,49,1
72361,25,1
5329,484,1
8281,900,1
676,169,1
1681,64,1
21316,400,1
19600,625,1
1681,441,1
0,676,1
24964,625,1
2601,81,1
9801,25,1
1156,36,1
26569,0,1
1024,9,1
5476,81,1
1936,289,1
729,81,1
77841,81,1
163216,64,1
25921,225,1
361,900,1
19321,324,1
11664,0,1
8100,196,1
1600,576,1
7056,81,1
18496,324,1
122500,324,1
23409,9,1
6561,121,1
100,2916,1
6084,2209,1
5625,49,1
5476,64,1
13456,900,1
7569,784,1
16384,81,1
16384,9,1
1089,49,1
144,1,1
20449,4,1
1024,289,1
7056,400,1
2809,25,1
18225,324,1
3364,1681,1
19600,576,1
3025,16,1
7225,25,1
15129,1369,1
16129,900,1
6724,4,1
15376,100,1
64,1,1
81,100,1
14400,144,1
0,196,1
24964,576,1
1444,4,1
11449,169,1
225,64,1
2401,289,1
59536,36,1
138384,484,1
14884,9,1
0,1600,1
33856,2304,1
44521,1369,1
1764,441,1
18769,4,1
2209,81,1
26244,25,1
72361,144,1
4489,9,1
5776,36,1
9604,361,1
28900,256,1
1369,36,1
14884,289,1
1444,1296,1
10000,961,1
36,81,1
1296,0,1
16900,4,1
289,4,1
28900,169,1
12769,1296,1
784,2116,1
1681,784,1
22500,324,1
3364,841,1
36,256,1
15376,144,1
12996,289,1
14641,100,1
13689,25,1
14400,16,1
14161,361,1
6084,729,1
8100,64,1
400,49,1
3481,100,1
15876,729,1
6889,16,1
53361,289,1
2916,36,1
4356,25,1
18225,361,1
63001,25,1
1089,625,1
4225,576,1
5041,36,1
25,289,1
45796,961,1
22500,225,1
3136,121,1
441,1521,1
29584,2209,1
3721,676,1
3136,64,1
5184,81,1
18225,49,1
2304,4,1
18496,16,1
400,4,1
841,9,1
34969,9,1
33124,361,1
3136,1225,1
13225,400,1
69696,0,1
15376,81,1
11236,81,1
1600,81,1
441,1,1
46656,225,1
94249,196,1
2704,9,1
3364,4,1
7921,729,1
5929,900,1
16641,64,1
19321,0,1
4,16,1
3721,25,1
34596,121,1
676,441,1
14161,3364,1
7225,1849,1
47524,256,1
625,400,1
22201,676,1
841,169,1
1369,121,1
25600,729,1
7744,529,1
32761,1,1
10609,81,1
29241,961,1
13689,169,1
5041,64,1
1024,16,1
34969,361,1
1681,36,1
12769,16,1
1936,196,1
24336,324,1
2500,0,1
36100,4,1
4761,256,1
4624,169,1
80089,256,1
80656,784,1
3721,64,1
1764,49,1
33124,0,1
7569,100,1
10404,900,1
1444,900,1
2304,256,1
16384,256,1
45796,256,1
484,1,1
441,100,1
25281,0,1
26244,0,1
1681,64,1
11449,1369,1
484,2809,1
1296,1444,1
7056,324,1
4096,324,1
28561,324,1
169,100,1
14884,169,1
3025,361,1
8649,64,1
20164,4,1
20736,121,1
22500,729,1
23716,100,1
12996,64,1
12996,1,1
6724,169,1
2304,289,1
10404,169,1
4,256,1
20164,256,1
100,9,1
25921,1,1
169,361,1
8464,289,1
45796,36,1
131044,121,1
5625,49,1
2916,49,1
33489,196,1
55696,36,1
49,169,1
2401,100,1
5329,225,1
7921,1369,1
83521,2025,1
11881,1024,1
5776,256,1
11025,529,1
53361,676,1
576,36,1
6084,4,1
4900,49,1
5329,100,1
9801,1,1
13689,9,1
400,4,1
5929,64,1
26569,25,1
324,400,1
14641,961,1
49,81,1
14161,1,1
2500,289,1
21904,729,1
900,256,1
10816,225,1
6084,324,1
12769,225,1
7225,196,1
11881,196,1
3249,64,1
841,64,1
24336,361,1
12321,1,1
256,169,1
18225,0,1
69696,9,1
1444,576,1
14641,1024,1
7225,0,1
38416,324,1
3600,9,1
34225,36,1
4,121,1
4,1369,1
43681,2704,1
25600,784,1
81,1,1
20164,9,1
97969,9,1
11025,25,1
11025,4,1
256,676,1
11236,729,1
3364,49,1
20449,9,1
1,49,1
784,289,1
20449,256,1
36481,144,1
4761,16,1
8836,100,1
65536,256,1
42025,36,1
625,36,1
4096,100,1
33124,169,1
3600,324,1
5776,400,1
400,400,1
2304,900,1
23104,1369,1
28561,529,1
3721,49,1
15129,49,1
169,16,1
441,25,1
9025,9,1
529,484,1
15129,324,1
2304,9,1
1156,1,1
15376,784,1
36864,784,1
81,1,1
324,16,1
27556,361,1
19881,576,1
10201,25,1
11664,144,1
11236,841,1
3481,529,1
25921,289,1
13924,1156,1
1444,1681,1
2116,324,1
36481,64,1
6889,961,1
900,1521,1
6084,169,1
15129,121,1
2916,16,1
3025,0,1
44521,361,1
58081,841,1
16,361,1
3249,169,1
5776,4,1
529,256,1
12996,441,1
784,81,1
5929,9,1
9409,169,1
36864,324,1
196,49,1
14161,16,1
5476,196,1
28224,81,1
1024,0,1
14161,36,1
100,324,1
1089,81,1
961,1,1
2809,144,1
23716,529,1
225,900,1
45369,2401,1
6724,3481,1
3969,1024,1
3136,4,1
11449,36,1
5041,1156,1
7225,1296,1
14400,1024,1
21904,1156,1
144,289,1
196,361,1
6889,2304,1
225,1600,1
19321,441,1
36,441,1
17689,100,1
729,100,1
16641,16,1
16900,324,1
87616,81,1
3481,729,1
10404,1681,1
10201,576,1
43264,169,1
9,361,1
5776,289,1
1024,400,1
3481,2209,1
57600,2304,1
20736,225,1
64,49,1
18496,25,1
57121,16,1
729,9,1
8281,144,1
6084,25,1
16129,361,1
3025,196,1
13456,361,1
961,361,1
11236,0,1
68121,100,1
34596,16,1
169,121,1
3969,0,1
36100,1,1
4489,784,1
6400,1444,1
529,256,1
7056,144,1
11236,1225,1
30976,1225,1
25,196,1
3721,16,1
7225,81,1
6724,100,1
5929,36,1
676,144,1
17161,289,1
2304,1,1
13456,81,1
169,25,1
7921,144,1
20449,64,1
78961,256,1
441,64,1
15376,361,1
900,49,1
900,361,1
19044,1936,1
3600,1024,1
27225,49,1
5776,289,1
24025,1225,1
5329,729,1
12321,169,1
16,196,1
15625,100,1
289,9,1
18225,81,1
196,441,1
12769,324,1
1600,121,1
1849,36,1
20736,49,1
1764,64,1
47961,729,1
35721,400,1
1089,81,1
3721,49,1
3249,4,1
36,121,1
14641,144,1
49,1,1
9801,121,1
2401,1296,1
16384,1089,1
1369,196,1
7056,196,1
10816,361,1
20164,81,1
529,16,1
900,0,1
4761,100,1
1156,16,1
24025,0,1
256,324,1
21904,1296,1
6561,400,1
69696,9,1
5041,169,1
6241,225,1
1764,4,1
729,625,1
34596,3600,1
23716,2601,1
3969,441,1
1936,121,1
7396,36,1
361,25,1
5776,9,1
3721,121,1
39601,196,1
3969,0,1
4489,36,1
2025,25,1
529,49,1
85849,16,1
154449,4,1
16641,121,1
625,144,1
33856,1,1
26244,49,1
900,225,1
676,289,1
1089,9,1
23716,576,1
64009,1521,1
1024,625,1
6084,529,1
15625,1369,1
31684,529,1
3249,9,1
19321,16,1
25,729,1
289,484,1
15625,100,1
12996,225,1
4,484,1
3969,49,1
27225,49,1
256,9,1
13689,0,1
484,1,1
11449,256,1
5929,1764,1
21316,1369,1
2116,169,1
2704,361,1
32761,1681,1
27556,1296,1
5184,144,1
7744,25,1
3844,16,1
225,49,1
14400,81,1
121,81,1
15625,256,1
9,1,1
17689,36,1
1369,49,1
1156,9,1
10816,441,1
33489,900,1
5041,121,1
36,121,1
361,676,1
36,2209,1
3600,1600,1
676,9,1
625,49,1
4,529,1
225,1764,1
729,1296,1
1764,729,1
1,256,1
121,1,1
400,9,1
441,25,1
0,100,1
256,100,1
1444,484,1
169,81,1
49,676,1
144,0,1
576,1,1
0,1156,1
36,1225,1
256,144,1
100,2209,1
324,729,1
4,16,1
961,81,2
256,1,2
16,121,2
289,361,2
1600,144,2
289,400,2
16,1521,2
36,1521,2
169,1225,2
16,961,2
16,49,2
676,100,2
676,16,2
16,625,2
1,3364,2
1369,5041,2
1600,3364,2
400,324,2
529,441,2
441,1521,2
121,1369,2
441,225,2
64,16,2
196,400,2
289,841,2
324,576,2
441,484,2
729,676,2
9,324,2
1,9,2
529,196,2
196,4,2
0,1369,2
400,3025,2
1681,1225,2
784,81,2
361,784,2
1089,529,2
625,576,2
64,196,2
121,36,2
144,100,2
25,1,2
324,100,2
64,1296,2
225,784,2
1,196,2
324,1936,2
0,2025,2
625,361,2
196,625,2
81,1600,2
1444,121,2
2809,16,2
841,324,2
400,1681,2
1936,2704,2
1225,4761,2
64,5929,2
144,2209,2
49,4,2
196,484,2
1444,25,2
49,9,2
729,0,2
100,400,2
16,3364,2
441,5929,2
1089,3600,2
36,400,2
9,361,2
841,1600,2
784,1936,2
36,784,2
100,1,2
529,100,2
64,484,2
4,2116,2
225,961,2
900,0,2
169,0,2
9,36,2
484,256,2
676,1156,2
1,169,2
36,256,2
529,841,2
625,1369,2
25,1521,2
64,576,2
81,49,2
9,144,2
16,625,2
400,324,2
1156,0,2
49,121,2
36,36,2
361,1,2
841,0,2
16,256,2
4,900,2
576,144,2
169,36,2
256,841,2
0,1444,2
841,961,2
36,576,2
784,49,2
100,256,2
256,361,2
9,4,2
1,0,2
529,361,2
841,729,2
36,9,2
144,961,2
1764,2025,2
1296,841,2
144,121,2
484,36,2
2304,64,2
1521,361,2
121,900,2
196,576,2
529,225,2
1,121,2
256,49,2
0,225,2
49,729,2
225,1089,2
256,361,2
225,196,2
484,324,2
0,256,2
25,729,2
784,9,2
289,196,2
9,81,2
225,16,2
1225,361,2
144,576,2
16,25,2
121,49,2
121,4,2
225,225,2
144,81,2
256,25,2
81,0,2
225,576,2
1,1296,2
1296,1369,2
900,324,2
81,529,2
289,1936,2
784,441,2
64,16,2
169,484,2
16,729,2
36,169,2
0,256,2
121,400,2
2116,1,2
2401,81,2
324,81,2
324,324,2
1764,144,2
1156,400,2
121,1681,2
289,2304,2
441,1225,2
196,576,2
1089,361,2
9,49,2
169,0,2
49,1,2
64,100,2
361,529,2
441,1681,2
0,1156,2
16,36,2
529,25,2
196,676,2
9,1444,2
676,1849,2
1849,1681,2
400,676,2
9,4,2
289,729,2
196,2116,2
144,784,2
81,1,2
484,36,2
324,289,2
144,9,2
81,324,2
256,16,2
144,361,2
1,64,2
169,81,2
784,841,2
169,1225,2
25,81,2
841,64,2
1369,36,2
144,2025,2
49,5625,2
784,2500,2
625,16,2
16,144,2
4,256,2
324,289,2
4,4,2
256,225,2
9,16,2
529,81,2
16,121,2
121,1089,2
169,2025,2
625,1444,2
4,400,2
64,36,2
49,729,2
196,36,2
36,784,2
289,900,2
1296,9,2
676,729,2
169,1,2
841,1681,2
1369,2704,2
225,2401,2
1,1024,2
289,1,2
361,196,2
9,0,2
25,256,2
256,81,2
121,0,2
81,196,2
1,361,2
484,144,2
81,676,2
169,729,2
25,289,2
144,2809,2
9,1089,2
16,144,2
1600,1369,2
2116,1369,2
16,1024,2
81,196,2
256,441,2
121,1764,2
225,169,2
0,625,2
676,729,2
100,169,2
81,144,2
225,36,2
1225,81,2
81,36,2
9,1521,2
324,25,2
400,2916,2
49,841,2
81,1600,2
441,3600,2
784,2209,2
81,1849,2
324,2025,2
2116,784,2
1225,4,2
25,121,2
49,16,2
576,49,2
169,4,2
49,324,2
729,1156,2
676,1296,2
64,1089,2
225,441,2
121,64,2
196,25,2
100,144,2
16,169,2
784,121,2
676,576,2
16,676,2
169,36,2
784,100,2
64,9,2
4,1521,2
841,2116,2
1764,441,2
196,0,2
16,4,2
529,100,2
121,1225,2
484,2500,2
256,324,2
144,1225,2
0,2209,2
961,484,2
225,25,2
225,1,2
64,64,2
0,1089,2
484,1089,2
841,16,2
49,576,2
100,1369,2
2304,1296,2
3025,1296,2
400,1681,2
81,1156,2
1089,441,2
784,256,2
0,289,2
0,121,2
64,49,2
169,676,2
576,2025,2
16,784,2
484,100,2
4,64,2
25,4,2
361,0,2
576,289,2
4,400,2
9,36,2
529,1681,2
169,2025,2
4,289,2
225,25,2
1156,64,2
100,64,2
49,225,2
289,400,2
1089,441,2
100,361,2
0,36,2
256,225,2
144,225,2
144,144,2
25,1764,2
484,2401,2
324,1444,2
0,484,2
64,9,2
576,25,2
64,9,2
64,49,2
144,4,2
676,36,2
16,81,2
0,1936,2
1764,1296,2
3364,576,2
676,4624,2
225,3969,2
484,1849,2
25,1764,2
1296,1600,2
225,576,2
441,729,2
64,1849,2
64,1024,2
441,49,2
1521,1024,2
100,324,2
9,144,2
289,784,2
400,1936,2
36,3025,2
25,729,2
361,144,2
256,225,2
25,0,2
441,16,2
1600,144,2
676,144,2
36,784,2
169,1444,2
121,256,2
196,100,2
196,961,2
289,1849,2
484,729,2
0,16,2
16,256,2
729,196,2
361,16,2
1,784,2
36,3969,2
484,3481,2
81,1681,2
0,529,2
400,0,2
900,1,2
64,256,2
4,169,2
961,25,2
1444,4,2
49,1156,2
9,1521,2
144,441,2
0,900,2
400,1089,2
0,529,2
729,100,2
9,529,2
256,2809,2
121,1681,2
841,25,2
1,961,2
256,676,2
121,784,2
625,1024,2
16,484,2
25,256,2
1156,256,2
1369,36,2
225,144,2
256,441,2
841,784,2
196,196,2
9,729,2
441,1225,2
625,144,2
64,484,2
324,961,2
144,36,2
289,49,2
81,36,2
81,400,2
484,256,2
729,289,2
121,1681,2
529,1024,2
1444,81,2
225,25,2
36,324,2
196,961,2
841,961,2
36,441,2
16,529,2
529,2916,2
784,6561,2
16,4489,2
100,256,2
1024,361,2
100,9,2
729,841,2
144,784,2
361,1,2
100,529,2
36,961,2
144,1225,2
1024,1444,2
169,3600,2
0,7744,2
289,6724,2
576,2601,2
4,841,2
36,81,2
676,729,2
900,2304,2
4,1849,2
25,1681,2
484,2916,2
0,5625,2
400,6889,2
36,4900,2
676,2809,2
4,1681,2
144,676,2
121,100,2
529,100,2
25,289,2
64,100,2
961,9,2
625,256,2
9,1444,2
289,676,2
1444,64,2
441,225,2
36,25,2
484,9,2
900,529,2
25,1089,2
4,1024,2
400,1024,2
289,841,2
144,169,2
100,225,2
196,625,2
81,196,2
100,81,2
36,169,2
1225,169,2
484,256,2
0,441,2
49,169,2
324,196,2
0,1089,2
4,900,2
1156,729,2
2304,625,2
225,361,2
16,324,2
900,324,2
841,289,2
16,81,2
25,16,2
225,36,2
9,576,2
784,576,2
16,121,2
324,225,2
1,324,2
100,36,2
289,729,2
576,1681,2
4,2401,2
9,1681,2
484,289,2
361,361,2
9,1444,2
324,484,2
1849,81,2
1089,1296,2
169,1849,2
400,529,2
625,36,2
25,361,2
0,289,2
441,64,2
400,144,2
100,900,2
81,441,2
361,9,2
225,49,2
100,144,2
36,144,2
225,4,2
81,1369,2
36,4761,2
1296,2704,2
2209,729,2
169,169,2
16,25,2
324,361,2
576,0,2
9,1681,2
25,2809,2
289,961,2
36,484,2
484,196,2
64,0,2
484,36,2
36,676,2
324,1225,2
4,625,2
625,441,2
64,729,2
9,324,2
784,25,2
1225,484,2
121,169,2
81,1,2
1089,0,2
1024,1,2
100,81,2
196,529,2
1296,784,2
841,25,2
169,576,2
441,441,2
484,81,2
9,484,2
196,256,2
16,36,2
4,1,2
625,25,2
324,196,2
400,16,2
625,361,2
36,1849,2
361,1936,2
1600,576,2
361,256,2
4,441,2
169,676,2
961,2209,2
121,5625,2
0,4096,2
361,324,2
256,36,2
196,4,2
169,49,2
144,81,2
25,196,2
256,1156,2
25,2304,2
1296,1681,2
529,484,2
1,25,2
144,64,2
529,484,2
4,529,2
100,100,2
144,4,2
576,4,2
25,144,2
49,169,2
1444,1,2
1681,0,2
144,81,2
121,64,2
961,1,2
484,0,2
0,144,2
64,225,2
196,169,2
169,529,2
576,841,2
49,400,2
576,225,2
1,441,2
25,441,2
361,100,0
484,36,0
1,144,0
64,49,0
784,1,0
256,1,0
4,64,0
400,36,0
900,9,0
144,64,0
49,81,0
625,4,0
361,196,0
100,1024,0
64,1089,0
400,484,0
361,361,0
9,576,0
25,324,0
784,64,0
225,81,0
49,169,0
36,49,0
529,4,0
16,100,0
16,169,0
625,25,0
1521,4,0
64,196,0
1,361,0
729,100,0
1024,64,0
4,400,0
0,361,0
324,81,0
0,196,0
484,484,0
4,196,0
676,25,0
1,169,0
256,361,0
121,81,0
529,1,0
36,36,0
64,81,0
484,25,0
576,81,0
1,225,0
169,225,0
1444,196,0
529,196,0
9,144,0
529,4,0
1681,36,0
361,1,0
16,16,0
324,4,0
169,0,0
256,16,0
81,81,0
676,64,0
441,144,0
100,576,0
1,441,0
784,100,0
289,529,0
0,2304,0
784,1296,0
2209,81,0
225,25,0
1,49,0
841,0,0
1369,4,0
1,16,0
100,16,0
196,25,0
4,64,0
1444,0,0
256,25,0
529,25,0
25,169,0
484,625,0
25,529,0
1024,196,0
144,225,0
16,256,0
900,49,0
961,36,0
1,256,0
4,100,0
900,100,0
676,16,0
4,289,0
81,400,0
1936,100,0
1369,64,0
144,324,0
400,441,0
900,196,0
25,196,0
16,324,0
324,225,0
361,121,0
225,289,0
324,400,0
169,169,0
225,121,0
81,289,0
1,196,0
676,36,0
256,25,0
1,4,0
625,81,0
1849,121,0
144,9,0
9,0,0
625,0,0
1225,16,0
0,256,0
81,529,0
225,400,0
9,625,0
961,1296,0
121,961,0
729,400,0
324,225,0
0,36,0
256,4,0
900,9,0
16,9,0
81,64,0
324,36,0
729,64,0
0,196,0
0,196,0
1681,36,0
2116,64,0
64,361,0
36,400,0
1444,121,0
1024,81,0
4,144,0
64,121,0
361,81,0
121,196,0
784,289,0
36,81,0
484,9,0
81,81,0
289,25,0
256,36,0
441,0,0
16,256,0
25,324,0
1089,169,0
441,324,0
0,729,0
484,441,0
1849,144,0
324,169,0
1,100,0
256,4,0
289,64,0
64,9,0
25,16,0
625,100,0
289,324,0
256,576,0
64,289,0
529,36,0
361,100,0
0,441,0
100,441,0
784,289,0
169,625,0
49,841,0
1444,169,0
2209,4,0
81,49,0
16,49,0
784,1,0
1156,25,0
16,4,0
100,25,0
144,9,0
1,121,0
729,400,0
36,169,0
441,25,0
4,81,0
289,121,0
36,36,0
625,25,0
49,144,0
25,225,0
841,1,0
729,64,0
9,16,0
49,225,0
1024,100,0
576,49,0
9,100,0
196,169,0
1089,121,0
324,169,0
36,324,0
625,324,0
729,576,0
1,841,0
25,529,0
484,64,0
400,4,0
64,144,0
25,196,0
400,121,0
144,225,0
100,289,0
4,25,0
576,100,0
144,121,0
9,0,0
900,36,0
1681,100,0
49,256,0
25,196,0
625,16,0
1089,36,0
0,484,0
0,625,0
441,289,0
4,324,0
841,441,0
49,144,0
529,81,0
100,225,0
9,100,0
196,4,0
441,16,0
4,256,0
49,361,0
361,121,0
484,100,0
1,324,0
9,169,0
1444,1,0
1681,1,0
256,169,0
256,169,0
729,49,0
169,64,0
36,144,0
625,64,0
576,100,0
169,576,0
441,676,0
100,81,0
324,4,0
100,100,0
49,64,0
441,25,0
289,16,0
0,64,0
256,81,0
1225,81,0
225,289,0
0,361,0
576,0,0
1225,169,0
0,1,0
144,169,0
144,256,0
81,484,0
324,841,0
25,484,0
900,121,0
256,196,0
225,484,0
0,256,0
729,36,0
196,196,0
0,400,0
361,100,0
961,25,0
81,169,0
4,225,0
841,9,0
1600,1,0
529,25,0
361,0,0
1225,144,0
784,49,0
0,100,0
16,256,0
256,196,0
81,484,0
676,961,0
9,289,0
441,4,0
36,121,0
256,529,0
169,324,0
529,196,0
0,529,0
49,625,0
841,225,0
256,49,0
16,49,0
169,1,0
1296,64,0
324,25,0
16,36,0
576,144,0
900,100,0
9,36,0
0,0,0
529,1,0
289,169,0
225,625,0
64,576,0
529,81,0
324,0,0
16,9,0
36,9,0
625,16,0
81,324,0
25,576,0
169,256,0
625,121,0
25,324,0
9,400,0
1369,64,0
1764,16,0
25,169,0
1,169,0
841,16,0
961,36,0
9,361,0
9,361,0
169,100,0
144,225,0
961,400,0
9,81,0
256,16,0
0,0,0
0,64,0
729,121,0
841,144,0
1,289,0
4,256,0
625,144,0
324,169,0
0,361,0
196,225,0
1296,36,0
400,36,0
36,81,0
529,36,0
784,4,0
4,36,0
1,144,0
529,121,0
324,121,0
81,256,0
25,225,0
484,100,0
256,196,0
64,529,0
4,225,0
484,16,0
100,64,0
4,121,0
784,9,0
1681,4,0
81,81,0
64,81,0
400,1,0
841,1,0
1,324,0
16,441,0
361,100,0
1,169,0
1089,441,0
81,256,0
784,49,0
144,196,0
121,529,0
81,169,0
841,0,0
81,9,0
9,81,0
900,49,0
1024,64,0
1,324,0
0,324,0
529,81,0
441,64,0
16,169,0
361,49,0
1849,9,0
729,0,0
9,169,0
225,289,0
625,256,0
4,441,0
144,289,0
225,4,0
400,0,0
49,169,0
36,256,0
529,49,0
400,36,0
9,121,0
441,36,0
1600,4,0
289,100,0
4,225,0
400,64,0
961,36,0
4,196,0
36,196,0
324,25,0
144,4,0
441,49,0
196,25,0
400,16,0
49,4,0
484,196,0
9,361,0
841,196,0
324,529,0
4,961,0
529,529,0
1369,144,0
81,169,0
64,81,0
121,4,0
361,9,0
0,121,0
25,225,0
1849,81,0
1936,121,0
144,441,0
81,289,0
625,25,0
225,16,0
0,144,0
256,225,0
484,169,0
121,361,0
484,324,0
36,64,0
225,9,0
36,196,0
0,361,0
676,121,0
289,81,0
16,289,0
100,169,0
1156,36,0
256,25,0
0,9,0
196,0,0
441,1,0
1,81,0
4,81,0
529,9,0
441,36,0
81,256,0
4,225,0
729,49,0
400,144,0
9,441,0
64,324,0
841,144,0
169,256,0
9,289,0
196,81,0
729,36,0
9,144,0
9,81,0
841,9,0
1521,4,0
64,196,0
1,289,0
841,9,0
900,4,0
4,100,0
36,289,0
441,196,0
16,441,0
625,729,0
4,256,0
576,81,0
0,289,0
81,289,0
361,16,0
576,36,0
0,324,0
4,225,0
676,4,0
256,4,0
16,121,0
121,81,0
1225,9,0
324,100,0
4,256,0
400,81,0
841,9,0
25,49,0
0,100,0
625,49,0
484,81,0
100,196,0
100,169,0
289,121,0
256,169,0
25,25,0
36,49,0
729,25,0
169,121,0
0,676,0
625,529,0
1369,196,0
25,225,0
36,225,0
676,16,0
1369,1,0
36,529,0
1,1225,0
169,484,0
1,400,0
676,400,0
36,9,0
400,25,0
0,25,0
484,49,0
64,49,0
1156,64,0
144,81,0
0,49,0
484,81,2
841,16,2
100,64,2
169,49,2
1089,1,2
625,121,2
64,49,2
400,2704,2
1296,4489,2
196,1764,2
49,25,2
144,900,2
676,625,2
16,441,2
1,2500,2
484,1521,2
400,1444,2
144,3600,2
169,2304,2
225,36,2
100,25,2
324,36,2
16,484,2
961,1521,2
676,3600,2
81,4225,2
729,576,2
1024,484,2
0,1369,2
49,441,2
484,289,2
256,900,2
441,36,2
144,1936,2
576,2304,2
144,1,2
361,1296,2
16,289,2
729,225,2
400,3025,2
25,5184,2
676,4761,2
1600,3969,2
100,1521,2
36,0,2
256,900,2
676,256,2
36,441,2
169,1444,2
2116,1024,2
1936,225,2
81,225,2
100,1369,2
1225,36,2
441,900,2
4,1444,2
81,841,2
169,225,2
441,169,2
900,625,2
100,1024,2
784,1369,2
9,1225,2
144,225,2
289,324,2
400,1089,2
0,361,2
169,16,2
1369,225,2
529,144,2
1,256,2
441,144,2
1521,169,2
196,676,2
4,961,2
196,2025,2
144,1024,2
100,49,2
4,625,2
441,961,2
64,2025,2
256,1764,2
4,529,2
324,289,2
4,400,2
169,25,2
36,1521,2
576,1936,2
36,400,2
0,16,2
1156,36,2
2209,4,2
256,361,2
100,1936,2
1600,2704,2
1849,1764,2
324,3481,2
324,6561,2
841,2809,2
49,9,2
1521,121,2
81,144,2
196,1089,2
121,784,2
529,121,2
36,0,2
121,64,2
81,81,2
9,100,2
1156,81,2
676,0,2
9,100,2
256,1024,2
961,900,2
1,49,2
196,1681,2
289,2209,2
1296,625,2
121,1,2
64,841,2
1521,2209,2
1089,2209,2
25,1764,2
16,400,2
841,0,2
484,16,2
25,81,2
100,400,2
1296,2025,2
169,1849,2
121,9,2
121,961,2
784,841,2
4,81,2
49,64,2
784,441,2
1600,1296,2
100,2704,2
64,2916,2
625,2209,2
16,2025,2
1764,361,2
225,441,2
484,1156,2
9,16,2
256,625,2
121,9,2
784,2916,2
9,4624,2
0,1369,2
784,0,2
529,676,2
49,1764,2
4,1225,2
529,36,2
289,784,2
4,36,2
361,169,2
1521,256,2
676,121,2
324,4,2
1444,16,2
1444,49,2
9,144,2
4,256,2
576,144,2
324,729,2
324,2401,2
196,1521,2
324,576,2
121,289,2
121,49,2
36,36,2
900,100,2
81,0,2
144,25,2
289,36,2
1681,1,2
196,36,2
1,169,2
784,1296,2
1369,81,2
1,2500,2
9,6084,2
400,5625,2
1,4900,2
961,3481,2
16,1369,2
1156,196,2
196,0,2
121,100,2
121,441,2
484,16,2
81,2116,2
256,5041,2
400,1936,2
676,9,2
25,676,2
49,324,2
3136,16,2
3364,25,2
784,289,2
1444,676,2
2500,729,2
169,289,2
16,0,2
576,441,2
196,1849,2
1764,1681,2
1369,36,2
324,676,2
144,729,2
841,25,2
4,25,2
1681,100,2
49,196,2
576,4,2
441,121,2
2401,529,2
16,121,2
9,784,2
3136,3844,2
3969,2809,2
4,576,2
144,225,2
625,289,2
16,144,2
3136,36,2
324,36,2
1600,400,2
49,1444,2
1600,1681,2
36,256,2
1296,169,2
400,144,2
81,0,2
1156,169,2
1296,1444,2
9,841,2
1,4,2
576,25,2
484,4,2
25,121,2
81,169,2
2601,100,2
1849,9,2
25,144,2
25,900,2
400,1600,2
16,2401,2
784,2704,2
4,2304,2
676,2500,2
9,2916,2
100,2116,2
144,576,2
400,64,2
1,961,2
0,784,2
676,49,2
841,36,2
144,169,2
256,256,2
784,1024,2
144,2601,2
1,1444,2
625,36,2
1225,1600,2
81,625,2
1,16,2
484,196,2
324,441,2
169,1296,2
64,729,2
484,49,2
361,625,2
49,36,2
4,729,2
676,1296,2
256,676,2
1,64,2
81,81,2
625,64,2
49,2500,2
9,3136,2
441,64,2
841,1225,2
1,361,2
4,169,2
784,196,2
961,25,2
9,169,2
9,9,2
529,9,2
36,49,2
324,25,2
16,64,2
225,900,2
9,1156,2
9,361,2
400,361,2
729,1764,2
16,3600,2
1,1024,2
225,225,2
324,324,2
64,169,2
225,961,2
1225,729,2
961,841,2
256,1369,2
529,1369,2
729,1444,2
16,1600,2
64,900,2
49,9,2
169,484,2
49,900,2
144,1369,2
49,1369,2
81,529,2
1,1089,2
36,2601,2
676,1444,2
361,81,2
64,144,2
529,36,2
1156,1,2
169,784,2
4,1849,2
400,961,2
784,1681,2
36,5625,2
1,7569,2
144,2916,2
4,324,2
1024,36,2
400,64,2
196,729,2
81,676,2
81,256,2
64,529,2
961,144,2
484,1089,2
169,3249,2
676,1849,2
784,841,2
36,729,2
4,729,2
529,361,2
625,0,2
36,289,2
81,529,2
484,144,2
256,400,2
49,1681,2
361,1156,2
784,484,2
36,784,2
25,961,2
196,0,2
484,324,2
4,0,2
16,169,2
144,16,2
169,225,2
0,729,2
49,324,2
324,49,2
25,144,2
1,900,2
324,729,2
1089,289,2
225,16,2
16,64,2
361,25,2
529,484,2
9,3249,2
16,5184,2
576,3364,2
225,1936,2
100,961,2
16,64,2
289,3025,2
